AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.840552170094 (0.00288327391635),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.448250967115 (0.00920283418523),0.336435852946 (0.0045731600046),0.215293978736 (0.0121688497367),0.190502013554 (0.00455573084879),0.0991270191375 (0.0101296685531),0.0742366457918 (0.00476291636776),0.06684 (0.00160518603975),0.34125344833 (0.00746221442158),0.537743591144 (0.0349363399289),0.709180809611 (0.029815497893),0.761076552584 (0.017258151301),0.93904237531 (0.0198882631719),0.983165144198 (0.0137993659743),1.0 (0.0),0.387380060327 (0.00453488459241),0.413540580336 (0.0115865445039),0.329849843172 (0.0127172249271),0.304695122644 (0.00646691247478),0.179087403566 (0.0160509019597),0.137994720483 (0.00811924582604),0.125300392819 (0.00282143439235),0.154980230331 (0.000664000689216),0.659144020081 (0.0275717736631)
0.843082012079 (0.00292792917551),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.447288733362 (0.0166851009727),0.337151442627 (0.0117675194337),0.223683123014 (0.00645917063939),0.192026525165 (0.00620840668941),0.102130779762 (0.0119645647873),0.0756779853119 (0.00618507155743),0.0687856110939 (0.00440210030969),0.348056251401 (0.0147697540624),0.545082850609 (0.0191032563195),0.695756324717 (0.0198792398848),0.768822842996 (0.0290741608939),0.937633050584 (0.024710686396),0.982471034859 (0.0143545825843),0.996630327056 (0.00673934588702),0.391325468659 (0.0136892013976),0.416437127713 (0.0117628337884),0.33838190061 (0.00664532884527),0.307094242118 (0.00644736045871),0.183865079223 (0.0188646405834),0.140445469889 (0.0105354253891),0.128650719805 (0.00760983247788),0.154700613022 (0.000560056084211),0.634632062912 (0.014969942639)
0.840133856574 (0.00449856391756),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.458054123558 (0.0157138274702),0.344520936697 (0.0121306282343),0.229810006923 (0.00717806324463),0.199819207192 (0.00609751912424),0.0988218095056 (0.00357657721167),0.0829857974384 (0.00265254001501),0.06684 (0.00160518603975),0.346307005601 (0.00545808668464),0.533080746618 (0.00474452806377),0.699555773127 (0.0189547812441),0.756602817052 (0.00767421810121),0.936240177517 (0.00868105120329),0.966951270324 (0.00396789527657),1.0 (0.0),0.394380632501 (0.00929163970665),0.418395484203 (0.00864665704194),0.345926680838 (0.0097534815762),0.316109750593 (0.00803236510737),0.178744848049 (0.00571687517354),0.152842894473 (0.00452483515326),0.125300392819 (0.00282143439235),0.130950880051 (0.000649024410063),1.01427440643 (0.0150006812911)
0.829900294837 (0.00659582390861),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.459731659847 (0.0139630518316),0.319671083704 (0.0297343424151),0.216539633062 (0.00895186626133),0.197341853429 (0.00708158711022),0.0948038175952 (0.00239995147112),0.0759052287864 (0.00804219637054),0.06684 (0.00160518603975),0.347760512493 (0.00697455255155),0.555469406931 (0.0250333922968),0.69133524409 (0.00983989989213),0.756366683201 (0.0115084284659),0.935883857049 (0.0115378522212),0.975490078822 (0.0204567856218),1.0 (0.0),0.395901389064 (0.00815383058195),0.404100726245 (0.0185484824932),0.329696655521 (0.0110038490467),0.312915022183 (0.00858327597615),0.172151808343 (0.00388872808761),0.14070073012 (0.0136883854599),0.125300392819 (0.00282143439235),0.139508581161 (0.00132202213016),0.343587112427 (0.0671273546916)
0.838238020058 (0.00487016398731),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.453647484046 (0.019928293741),0.337383839504 (0.0137655148818),0.219040565142 (0.0147461672063),0.198997368269 (0.00775290357582),0.0968142351558 (0.00422078419342),0.0758665161781 (0.00681965923502),0.06684 (0.00160518603975),0.347337449241 (0.00978548973934),0.54406624395 (0.0114890406446),0.724608556128 (0.0263922539216),0.754316828859 (0.00759191584711),0.933953337798 (0.0210680081444),0.980955714724 (0.0156899889788),1.0 (0.0),0.393342995299 (0.0126730633829),0.41622038357 (0.0093788872522),0.335972143528 (0.0168414549076),0.31484764173 (0.00999860670188),0.175381362393 (0.00659799447638),0.140736851488 (0.0116280767262),0.125300392819 (0.00282143439235),0.139621782303 (0.00146410170464),0.364126205444 (0.0519348427878)
0.842207404583 (0.00369567508515),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.44539046197 (0.00929381705376),0.331847308913 (0.0161434463772),0.216889486054 (0.0138726782163),0.185413127012 (0.0111124324823),0.102859139886 (0.0134010716196),0.0723986596428 (0.00713647974484),0.0686659854977 (0.002845750594),0.345686624712 (0.00834055669005),0.549800450986 (0.012544976194),0.710799998755 (0.0248767237923),0.783833587663 (0.0287574430885),0.933945655838 (0.0262050421463),0.98841245308 (0.0141940145289),0.9961875322 (0.00762493560021),0.389228267434 (0.00822981028531),0.413540387147 (0.0125101127391),0.331929890537 (0.0152680052356),0.299580919778 (0.0135040787236),0.184897160104 (0.0210629233997),0.134806956264 (0.0122035951415),0.128457915728 (0.00490628828464),0.140531396866 (0.00038767607589),0.401310586929 (0.0128261191379)
0.84878859944 (0.00403751878583),0.93478 (0.00118050836507),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=10, random_state=None)",0.459386480632 (0.0137735297277),0.342943442388 (0.0116086885011),0.211763594794 (0.0189577224351),0.194471472575 (0.00742664720469),0.113011658629 (0.00466116136293),0.0833740637901 (0.00274804789109),0.0722201496037 (0.00338624355995),0.350583869312 (0.00524452699868),0.521376503691 (0.0134406352966),0.72442086189 (0.00929034416751),0.751034326156 (0.016066674456),0.933936279993 (0.00511673069108),0.97722780693 (0.00591331095662),0.995638109683 (0.0036984137684),0.39762461966 (0.00779120472335),0.413674023321 (0.0116887535538),0.327154730629 (0.0218158902441),0.308820221958 (0.0090501993397),0.201586431758 (0.00730245350593),0.153624193634 (0.00461186499148),0.134650116914 (0.00585444787027),0.0538588047028 (0.00751592194544),1.76431217194 (0.034874547182)
0.840154126458 (0.00454480717242),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.455962636607 (0.0285748932858),0.343490351228 (0.00883181358977),0.22891241702 (0.00531317497957),0.199013277004 (0.00473963153298),0.099945723522 (0.0103922044663),0.0795013309824 (0.00659268316281),0.0686661866089 (0.00481631078995),0.344509431514 (0.0157643451846),0.530098793727 (0.0107897539713),0.703388396527 (0.0144125168018),0.756417146571 (0.0082387421188),0.933526480108 (0.0210526832525),0.975208248111 (0.0128094556042),0.995254237288 (0.00949152542373),0.39236148669 (0.0199631809868),0.416754650493 (0.00730926871759),0.345344829295 (0.00611075113846),0.315100277201 (0.00641163461973),0.180307384632 (0.0162155422947),0.146926358751 (0.0112428124302),0.128419636574 (0.00828956704271),0.15382976532 (0.00193879259182),0.536651754379 (0.0464876849019)
0.851620731788 (0.00328461367815),0.935966666667 (0.00100509811572),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=200, random_state=None)",0.445303131246 (0.0119593900985),0.350902576345 (0.0102257226548),0.232004146728 (0.00652215219758),0.197514683857 (0.00554428118789),0.123560967841 (0.00282715468968),0.0869546152391 (0.0021095762641),0.0777155066289 (0.00185441300344),0.333323364443 (0.00306691475295),0.525409949463 (0.00643145191168),0.695123845664 (0.00533239718226),0.73892659601 (0.00671736084808),0.925452294544 (0.0053948872901),0.975963755604 (0.00353700036945),0.989145317999 (0.0019094183898),0.381206980831 (0.00561157295896),0.420719949602 (0.00871436686813),0.347858591724 (0.00781091130124),0.311680084209 (0.00728905502542),0.218000064425 (0.00437659345373),0.159675240403 (0.00356512257651),0.144102789455 (0.00318335017097),0.290335321426 (0.0509871911548),20.8889861584 (5.7036111091)
0.848240504671 (0.0032912654541),0.9352 (0.00122510770502),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=25, random_state=None)",0.444142664993 (0.0116826937132),0.339237862541 (0.0111935347226),0.22093266189 (0.00794920300984),0.193670030241 (0.00738822118479),0.121258903165 (0.00263850102295),0.0842486463592 (0.00275563037241),0.0757328436616 (0.00173065944074),0.333032380008 (0.00271032672653),0.526947853166 (0.00382592682698),0.692574944737 (0.00953444524395),0.739815165441 (0.00741590889043),0.92540837913 (0.005255509837),0.977083507979 (0.00406960858607),0.991538728288 (0.000821182668827),0.380587021592 (0.00514601443521),0.412644399717 (0.00847797912345),0.334947430354 (0.00993506235213),0.306915078602 (0.00955404845669),0.214410217994 (0.00411745154898),0.155108789658 (0.00466217277173),0.14071268719 (0.00298481854598),0.0646356582642 (0.00529425888122),4.13675866127 (0.0884369493242)
0.851374330212 (0.00338445909182),0.935893333333 (0.00104783374423),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=100, random_state=None)",0.445110450113 (0.0119376714377),0.350991190219 (0.0107611154944),0.232225801773 (0.00684182731463),0.19709841126 (0.0058412793843),0.123577327365 (0.00277585046114),0.0867328257681 (0.00200762911347),0.0776771957127 (0.00182924052662),0.333224256415 (0.00309951389713),0.525488855766 (0.00686238969725),0.695121486858 (0.00623994994292),0.73911002932 (0.00730150195682),0.925142028197 (0.00558338236902),0.976161492281 (0.00378924747269),0.989044949302 (0.00209771474924),0.38107167638 (0.00561444752356),0.420809527616 (0.00934334330822),0.348105726287 (0.00825826606457),0.311176847771 (0.00774202055891),0.218018011254 (0.00431350114587),0.159304540591 (0.00339537177244),0.144036025147 (0.00314096669711),0.195849752426 (0.045979407446),12.7491276264 (2.57475656438)
0.850595620616 (0.00315476204664),0.9357 (0.00124239911283),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=50, random_state=None)",0.444567221018 (0.0113918117039),0.348884475773 (0.00995761916893),0.228773218392 (0.00578564895826),0.196179950563 (0.00545100629832),0.12266815306 (0.00274419513509),0.0866156037363 (0.00223469311429),0.0772125175533 (0.00153182829085),0.333228288492 (0.00325544194012),0.522923655427 (0.00672879971144),0.693876250261 (0.00815018983969),0.738796613232 (0.0063118694352),0.924930442343 (0.00490610928756),0.976564944897 (0.00313819099241),0.989837914568 (0.00125093571204),0.380877269378 (0.00540356345947),0.418471748294 (0.00850941998971),0.344069764471 (0.00718921339517),0.310010128123 (0.00728025168715),0.216598149233 (0.00431425040585),0.15911037952 (0.00377465411814),0.143246723414 (0.00263074271279),0.115708732605 (0.00886076668648),7.82366962433 (0.452663090497)
0.860243579514 (0.00269433187215),0.9358 (0.0013977760113),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=100, random_state=None)",0.478214523651 (0.0109341709468),0.359813395535 (0.0124758698667),0.239802993315 (0.00565503449849),0.20711756007 (0.00543813778819),0.123541676806 (0.00278215203941),0.087244736036 (0.00199829562671),0.0778282483979 (0.0017298005052),0.35801280952 (0.00485506260975),0.538432558012 (0.0104219384751),0.717760141657 (0.00503898483459),0.774846740118 (0.00320298707431),0.924330873376 (0.0026180767149),0.979087468162 (0.0041336929111),0.98996804698 (0.00283947289645),0.409416823662 (0.00564748936974),0.431304162401 (0.0117169294066),0.35945889426 (0.00644485594704),0.32683277516 (0.00695468698636),0.217939817375 (0.00429993801778),0.160206249158 (0.00336245966594),0.144305641357 (0.00295913278566),0.366114664078 (0.0787128102126),13.3713963985 (3.050377797)
0.859086595809 (0.00282578915438),0.935706666667 (0.00139799856938),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=50, random_state=None)",0.474822200202 (0.0131498112234),0.358334663318 (0.0115820650742),0.238495197367 (0.00641877965834),0.205901465332 (0.00561365112569),0.123447173823 (0.00295785684131),0.0871650633248 (0.00190452051224),0.0777658323996 (0.00178897336495),0.355482687359 (0.00523659286887),0.536480405783 (0.0105843966455),0.713819811266 (0.00635636684432),0.770353533969 (0.00580678444864),0.923999005257 (0.00259005684545),0.978311719447 (0.00401663238421),0.98955872445 (0.00235538789794),0.406518017316 (0.0071901529832),0.429615427386 (0.0109473270753),0.357495605411 (0.00763868285808),0.324918727129 (0.00729278064302),0.217783596359 (0.00461304746951),0.160061548866 (0.00318997519473),0.144193823052 (0.00306477355484),0.243587398529 (0.0271487075265),8.18403706551 (0.888232323682)
0.802231439507 (0.00510504130017),0.93182 (0.0011295230065),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.396233870423 (0.0114511472741),0.310697636159 (0.00837929414374),0.211886191548 (0.018492850356),0.182010709186 (0.00592487703247),0.0953908237709 (0.0233024801782),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.342175522808 (0.00381248969133),0.483915737825 (0.0220320964184),0.669756593955 (0.0285922912968),0.727265544478 (0.0034584950593),0.914364694116 (0.0700804706427),1.0 (0.0),1.0 (0.0),0.367181159796 (0.00667591619884),0.378083300452 (0.00648678439797),0.321029561617 (0.0198251479605),0.291114628997 (0.00778942507374),0.171271266468 (0.0375044869643),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.129357385635 (0.000699483338074),1.02129802704 (0.0462913166614)
0.798927027469 (0.00383070301974),0.932153333333 (0.000667199786837),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.393412541977 (0.0164136249964),0.309884287827 (0.00737350986123),0.216902672757 (0.00587799097425),0.181379810761 (0.00513865879423),0.0953391857058 (0.024089998164),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.32980745215 (0.0107435327047),0.480158350562 (0.0223970414491),0.64918741545 (0.00556883687927),0.722088657847 (0.00312481828296),0.91277433927 (0.0714061331694),1.0 (0.0),1.0 (0.0),0.35846826192 (0.00743892672136),0.376361173065 (0.00687294042397),0.325127969367 (0.00698453045066),0.28990259587 (0.00676780126312),0.171059554051 (0.0387840450318),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.13227853775 (0.0039595909041),1.01665697098 (0.0388156174407)
0.801005126657 (0.00398861730486),0.932053333333 (0.00212064979559),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.399888935364 (0.0122611805748),0.313806204851 (0.00956481329651),0.217996092928 (0.00584378944834),0.182421015855 (0.00606955679584),0.0949892142932 (0.0232507528053),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.336640546937 (0.0104954774273),0.486320416741 (0.0201069193932),0.652666869857 (0.00326995655659),0.722949768858 (0.00313216420677),0.910717830281 (0.0729528505148),1.0 (0.0),1.0 (0.0),0.365367738289 (0.0079907151083),0.381107496924 (0.00604183712896),0.326792988882 (0.00682951567813),0.291291181238 (0.00800100289464),0.170515326962 (0.0373623413629),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.13049621582 (0.000477193923047),0.990702056885 (0.00420928427627)
0.508351260294 (0.00353683725796),0.9319 (0.00178437664186),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0813111186792 (0.0180992183494),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.577168552291 (0.407769576019),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.110107875899 (0.017888793103),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),1.62448763847 (0.0466197160604),143.111864805 (1.15760380078)
0.82601113625 (0.00298229201265),0.935586666667 (0.00141477913471),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.439967239791 (0.0119351002306),0.327225288517 (0.0109515188075),0.219552705397 (0.00751643403888),0.195225376432 (0.00628250024385),0.108400052791 (0.00297017698274),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.3315746867 (0.00491813139462),0.515819243788 (0.0121334993077),0.692228114176 (0.00543932241925),0.736403813033 (0.004252968242),0.907508854702 (0.0040080941342),1.0 (0.0),1.0 (0.0),0.378128769682 (0.00725447184703),0.400224788369 (0.00795733622366),0.33330676924 (0.00892087828505),0.308592574311 (0.00819842515854),0.193655171527 (0.00479111997513),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125992012024 (0.00725928237903),1.66695146561 (0.0140636262448)
0.824402905889 (0.00324133846655),0.934873333333 (0.00131848397791),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.443374827591 (0.0136971737985),0.326252556328 (0.012235929557),0.217801984769 (0.0066305698418),0.193696669852 (0.00705380520673),0.108091941662 (0.00321739901499),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.33939439558 (0.0119996355185),0.507542500921 (0.0110150854269),0.69245908673 (0.00642086629764),0.73356334257 (0.00919240209831),0.90745833811 (0.00464091372206),1.0 (0.0),1.0 (0.0),0.384433179895 (0.0121480091622),0.396941469029 (0.00815523166668),0.331327055127 (0.00798759441516),0.306428311796 (0.00943059369462),0.193158721991 (0.00516937277414),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.12222776413 (0.00848667074305),1.66095061302 (0.0104561796059)
0.826354613326 (0.00442659455165),0.935293333333 (0.00101596150408),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.440946145867 (0.0131780022221),0.329441262818 (0.00875686273606),0.218826012116 (0.00727177601766),0.194783218124 (0.00629299004352),0.108727355825 (0.00333128886322),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.33467286968 (0.00573463929946),0.510632679449 (0.0138787547192),0.695777410802 (0.00575295781185),0.737696474319 (0.0062786367941),0.907452787364 (0.00605540308306),1.0 (0.0),1.0 (0.0),0.380477842865 (0.00777903303367),0.400289861624 (0.00582074607525),0.332878094433 (0.00863568309762),0.30813952069 (0.00801413989849),0.19417097316 (0.00534097970016),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.126083612442 (0.00719742265227),1.68181600571 (0.0571400053631)
0.513949250882 (0.00611019716778),0.932553333333 (0.0016688785323),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0976877106804 (0.015134164917),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.239472476506 (0.320827047931),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.097449530389 (0.0146086618048),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),1.63796238899 (0.0580341118128),143.675704813 (1.06086714351)
0.793443735561 (0.00605258827306),0.7922 (0.0155898114877),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42398401066 (0.0119816373865),0.312562479174 (0.0101881036915),0.202932844526 (0.0071257565531),0.175763231569 (0.00615080479095),0.112299180055 (0.00307762956143),0.0847606773032 (0.00224183955857),0.0767107172268 (0.00178248040174),0.317382188697 (0.00522955716089),0.467695624354 (0.00504011696537),0.607197696601 (0.0096659147608),0.657364189638 (0.0107013448394),0.840092617644 (0.0089438076901),0.951086007773 (0.00581716960801),0.975588205464 (0.00355482276973),0.362967988542 (0.00690388219459),0.374655323056 (0.00877471073008),0.304165937101 (0.00903352305314),0.277339123867 (0.00845361558638),0.19810341257 (0.00491540679522),0.155643120744 (0.00382098347625),0.142231739016 (0.00306011783693),0.00153923034668 (0.000190599453066),1.05491609573 (0.154893576554)
0.792625492625 (0.00661561730533),0.787706666667 (0.0319022353797),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420519653564 (0.0118310315152),0.310829723426 (0.00812789133671),0.20179970005 (0.00564313208166),0.175016664445 (0.00427641732822),0.112232517832 (0.00301077180842),0.0847517888094 (0.00212897519258),0.0767264028862 (0.00175801886626),0.314823985219 (0.0069402617224),0.465176458423 (0.00318270165349),0.60397112097 (0.0111010822431),0.654760128961 (0.00945024311613),0.839606375671 (0.00890382280731),0.951013389885 (0.00472979112758),0.975796855344 (0.00398097635248),0.360025004257 (0.00788591052426),0.37260174762 (0.00636140190235),0.302487765713 (0.00716373509714),0.276177611815 (0.00564974630127),0.197986174936 (0.0048012928187),0.155627155707 (0.00361161332226),0.142260916437 (0.00301514890994),0.00155158042908 (0.000187310922183),1.01218719482 (0.141016026403)
0.792621965397 (0.00441625902254),0.78294 (0.0121245462687),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42145236509 (0.0121654493916),0.312029323559 (0.00939095765615),0.202499583403 (0.00695137894323),0.175416611119 (0.00543195054665),0.112139190721 (0.00295047930679),0.0846984578463 (0.00221418072947),0.0767185600565 (0.00181008023757),0.315507243089 (0.00655358155716),0.466925408197 (0.00409403980593),0.605883331368 (0.00724712743304),0.65609155087 (0.00569506985863),0.838907912444 (0.00770268724949),0.950390225163 (0.0048604767784),0.975677875337 (0.00299072323939),0.360813961975 (0.00781502245153),0.374025094949 (0.00783557551318),0.303514258166 (0.00865486204612),0.276794254724 (0.00721119070911),0.197821517986 (0.00468275526775),0.155528898745 (0.00376776292165),0.142246173015 (0.00311032380739),0.00141983032227 (0.000234553789203),0.990277051926 (0.14945940217)
0.791064607447 (0.00600034548248),0.774613333333 (0.0091866231252),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421185876083 (0.0139073053091),0.310363212263 (0.0096567787733),0.200166638894 (0.00610580914616),0.174216771097 (0.00485634744274),0.112099193387 (0.00296466322942),0.0847340118217 (0.00226064997565),0.0766950315674 (0.00176235206714),0.31527006172 (0.0067637613885),0.464421760876 (0.00447828780405),0.59898476074 (0.00747902421141),0.651677634662 (0.00687704067941),0.838605243159 (0.0076966006672),0.950777368752 (0.00516484416144),0.975394186663 (0.00341952969059),0.360561258072 (0.0088068277936),0.372024539707 (0.00816798298813),0.300027633894 (0.00752087641175),0.274907472518 (0.00639775290246),0.197750878784 (0.00470865306977),0.155594026064 (0.00385290501865),0.142202711635 (0.00302233452237),0.00141725540161 (0.000201000216573),1.02001414299 (0.117208888096)
