AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.5 (0.0),0.06684 (0.00160518603975),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='sigmoid',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),2.23477516174 (0.308114994001),192.519218636 (49.7575947631)
0.67756107129 (0.00379482280211),0.914666666667 (0.00145663234132),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.304109109785 (0.0204858010872),0.24659093303 (0.00654818463816),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.254393094039 (0.0173422504645),0.38530186809 (0.0058533117976),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.275878983441 (0.00539253170514),0.300692458271 (0.00615809094742),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00952215194702 (0.000401631998538),0.582517814636 (0.0587916231711)
0.666482962136 (0.00572910811637),0.912966666667 (0.0013489090242),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.308071263476 (0.00703762269677),0.24076709587 (0.00693472034382),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.233879603639 (0.00696014020325),0.372553986182 (0.0087180423002),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.265862410633 (0.00653816927222),0.292479560871 (0.00743299946372),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00917778015137 (0.000645827947815),0.768987989426 (0.045390161464)
0.665829866432 (0.00760603871273),0.913046666667 (0.00194646117637),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.311193362743 (0.0107253274937),0.240597135332 (0.00754306707956),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.236546244156 (0.00829582062907),0.371680632292 (0.00803115655328),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.268760530715 (0.00902421574346),0.292016654655 (0.00639364164532),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.0107886791229 (0.00191790730247),0.809357976913 (0.0576631795473)
0.774832517938 (0.00402664799375),0.92894 (0.000860594110032),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.391868132034 (0.00936069733874),0.307948018593 (0.0104357222072),0.208853700151 (0.00566508484952),0.181498411143 (0.00543420372118),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.295218980938 (0.00297577795606),0.465067125079 (0.00562814310063),0.631782209925 (0.00850655948631),0.680792305595 (0.00846726630466),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.336708405441 (0.00467291868128),0.370493653878 (0.00928986526594),0.313905382826 (0.00717905009985),0.286563334813 (0.00725155869618),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00758681297302 (0.000697305710178),0.469678449631 (0.0791799714753)
0.773447573316 (0.00429710009677),0.92906 (0.00139831644805),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=50,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.396201338413 (0.00862641920303),0.304722837837 (0.0107069493584),0.208953731729 (0.00460566895884),0.181418338933 (0.00566813906435),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.298767165429 (0.00528466295328),0.461813614136 (0.00509671849663),0.630441577828 (0.00856590497948),0.680653202285 (0.0093964775757),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.340615925771 (0.00561147243091),0.36711143229 (0.0092532669713),0.313844692279 (0.00551966682165),0.286450655638 (0.00763011091464),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00801296234131 (0.000927925911126),0.571028757095 (0.0463069275067)
0.761875593958 (0.00734278556821),0.928633333333 (0.00074296702484),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.387238861846 (0.00615276423179),0.30298158164 (0.00978887787482),0.204971447517 (0.00553095241786),0.176767101963 (0.00639600329094),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.293880978944 (0.00525765023938),0.45676274063 (0.00667437189627),0.616620224506 (0.00830854905034),0.665728434793 (0.013290779638),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.334117339639 (0.00424071012131),0.364258166625 (0.00877143564317),0.307635398897 (0.00675575516084),0.279331581729 (0.00895806769573),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.0101470947266 (0.00411863903488),0.747538757324 (0.0633433282022)
0.761685084255 (0.00539286045873),0.928733333333 (0.00153231850475),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.390007189427 (0.0120398097656),0.30158211467 (0.0099047314013),0.20490938005 (0.00584248227403),0.176921331074 (0.0052470526725),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.294998014307 (0.00557021276235),0.453560484848 (0.00611501996595),0.617899372945 (0.0102905080891),0.665525653298 (0.00929994222086),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.335870691947 (0.00743761242601),0.362227868283 (0.00875987883082),0.307725742102 (0.00735607546712),0.279504773735 (0.00705120975997),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00620226860046 (0.000523882855002),0.416703033447 (0.0422061557184)
0.72283109692 (0.00377378965781),0.9255 (0.0010994948335),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=20,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.35408379445 (0.0116150030251),0.286351680303 (0.00455058680352),0.197082872444 (0.00312675874852),0.171297709955 (0.0016288286793),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.269244629987 (0.00643961119291),0.430994806973 (0.00702374461986),0.594690671039 (0.0113358379327),0.645160211084 (0.0101922003787),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.305858250319 (0.00801207958117),0.344040537336 (0.00367647732646),0.296013733851 (0.0035781754438),0.27069393754 (0.00167780877374),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00789918899536 (0.000877382115176),0.679635763168 (0.0563439433746)
0.678172569983 (0.0118359898449),0.921873333333 (0.00158596623195),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=20,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.338224025908 (0.016353964305),0.271832197701 (0.00819889508405),0.178107966168 (0.00602889087449),0.149512711313 (0.00700103979752),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.260080197014 (0.00797359118784),0.411917261012 (0.0106857381086),0.540840524335 (0.0177363217034),0.567847593346 (0.0202166914602),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.293966953254 (0.0105367961577),0.327479112379 (0.00853428038148),0.267938161648 (0.00851906362188),0.236673279629 (0.010252341582),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00840482711792 (0.000747965337608),0.712075376511 (0.0166096611647)
0.678574047397 (0.00729040853855),0.922013333333 (0.0022883861368),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=20,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.341727436072 (0.0140797338714),0.269831000022 (0.00968086017067),0.178425019576 (0.0044645210889),0.148946647203 (0.00408399357151),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.260163663669 (0.0108810832725),0.404418874878 (0.00953926309055),0.53716987826 (0.0119697858224),0.563544618476 (0.00984956404084),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.295353284238 (0.011390279561),0.323648243419 (0.00949220794278),0.267848070289 (0.00599955571074),0.235592794219 (0.0055226671543),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00757527351379 (0.000860366614837),0.714261484146 (0.0444965835455)
0.506047025488 (0.00175301875843),0.926673333333 (0.00710221874565),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l1', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00130000114441 (0.000226681514198),0.160067081451 (0.123399638771)
0.503506641757 (0.00202173654603),0.93266 (0.00218910433232),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l2', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00116782188416 (0.000113671557834),0.0824518203735 (0.000177552990722)
0.503169856948 (0.00203591414116),0.93304 (0.00150663716785),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='elasticnet', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00121459960937 (0.000110912938006),0.109846162796 (0.00258616086204)
0.84878859944 (0.00403751878583),0.93478 (0.00118050836507),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=10, random_state=None)",0.459386480632 (0.0137735297277),0.342943442388 (0.0116086885011),0.211763594794 (0.0189577224351),0.194471472575 (0.00742664720469),0.113011658629 (0.00466116136293),0.0833740637901 (0.00274804789109),0.0722201496037 (0.00338624355995),0.350583869312 (0.00524452699868),0.521376503691 (0.0134406352966),0.72442086189 (0.00929034416751),0.751034326156 (0.016066674456),0.933936279993 (0.00511673069108),0.97722780693 (0.00591331095662),0.995638109683 (0.0036984137684),0.39762461966 (0.00779120472335),0.413674023321 (0.0116887535538),0.327154730629 (0.0218158902441),0.308820221958 (0.0090501993397),0.201586431758 (0.00730245350593),0.153624193634 (0.00461186499148),0.134650116914 (0.00585444787027),0.0538588047028 (0.00751592194544),1.76431217194 (0.034874547182)
0.848240504671 (0.0032912654541),0.9352 (0.00122510770502),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=25, random_state=None)",0.444142664993 (0.0116826937132),0.339237862541 (0.0111935347226),0.22093266189 (0.00794920300984),0.193670030241 (0.00738822118479),0.121258903165 (0.00263850102295),0.0842486463592 (0.00275563037241),0.0757328436616 (0.00173065944074),0.333032380008 (0.00271032672653),0.526947853166 (0.00382592682698),0.692574944737 (0.00953444524395),0.739815165441 (0.00741590889043),0.92540837913 (0.005255509837),0.977083507979 (0.00406960858607),0.991538728288 (0.000821182668827),0.380587021592 (0.00514601443521),0.412644399717 (0.00847797912345),0.334947430354 (0.00993506235213),0.306915078602 (0.00955404845669),0.214410217994 (0.00411745154898),0.155108789658 (0.00466217277173),0.14071268719 (0.00298481854598),0.0646356582642 (0.00529425888122),4.13675866127 (0.0884369493242)
0.855925170649 (0.00365470339123),0.9351 (0.00129529061518),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=25, random_state=None)",0.466494653117 (0.0141087095109),0.354856073061 (0.0105297112745),0.233858199315 (0.00618591193443),0.20390878242 (0.00622631578272),0.122981411134 (0.0026161360503),0.0867322631671 (0.00181636616516),0.0776674668046 (0.00170562594335),0.350474742705 (0.00521924674017),0.532456135781 (0.0108682039206),0.711634052054 (0.00439881362727),0.768261943673 (0.0078081656636),0.923534316468 (0.00307837475727),0.977601805893 (0.00525492488109),0.99026606482 (0.00206770535779),0.400184572025 (0.00768531890567),0.425816962225 (0.00994886263194),0.351984547345 (0.0070535055297),0.322236971829 (0.00809435317227),0.217046895141 (0.00404682125101),0.159322926162 (0.00305585301758),0.144032473308 (0.00291671151185),0.134726381302 (0.00852491059149),4.54781179428 (0.0856552790046)
0.860243579514 (0.00269433187215),0.9358 (0.0013977760113),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=100, random_state=None)",0.478214523651 (0.0109341709468),0.359813395535 (0.0124758698667),0.239802993315 (0.00565503449849),0.20711756007 (0.00543813778819),0.123541676806 (0.00278215203941),0.087244736036 (0.00199829562671),0.0778282483979 (0.0017298005052),0.35801280952 (0.00485506260975),0.538432558012 (0.0104219384751),0.717760141657 (0.00503898483459),0.774846740118 (0.00320298707431),0.924330873376 (0.0026180767149),0.979087468162 (0.0041336929111),0.98996804698 (0.00283947289645),0.409416823662 (0.00564748936974),0.431304162401 (0.0117169294066),0.35945889426 (0.00644485594704),0.32683277516 (0.00695468698636),0.217939817375 (0.00429993801778),0.160206249158 (0.00336245966594),0.144305641357 (0.00295913278566),0.366114664078 (0.0787128102126),13.3713963985 (3.050377797)
0.850595620616 (0.00315476204664),0.9357 (0.00124239911283),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=50, random_state=None)",0.444567221018 (0.0113918117039),0.348884475773 (0.00995761916893),0.228773218392 (0.00578564895826),0.196179950563 (0.00545100629832),0.12266815306 (0.00274419513509),0.0866156037363 (0.00223469311429),0.0772125175533 (0.00153182829085),0.333228288492 (0.00325544194012),0.522923655427 (0.00672879971144),0.693876250261 (0.00815018983969),0.738796613232 (0.0063118694352),0.924930442343 (0.00490610928756),0.976564944897 (0.00313819099241),0.989837914568 (0.00125093571204),0.380877269378 (0.00540356345947),0.418471748294 (0.00850941998971),0.344069764471 (0.00718921339517),0.310010128123 (0.00728025168715),0.216598149233 (0.00431425040585),0.15911037952 (0.00377465411814),0.143246723414 (0.00263074271279),0.115708732605 (0.00886076668648),7.82366962433 (0.452663090497)
0.859086595809 (0.00282578915438),0.935706666667 (0.00139799856938),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=50, random_state=None)",0.474822200202 (0.0131498112234),0.358334663318 (0.0115820650742),0.238495197367 (0.00641877965834),0.205901465332 (0.00561365112569),0.123447173823 (0.00295785684131),0.0871650633248 (0.00190452051224),0.0777658323996 (0.00178897336495),0.355482687359 (0.00523659286887),0.536480405783 (0.0105843966455),0.713819811266 (0.00635636684432),0.770353533969 (0.00580678444864),0.923999005257 (0.00259005684545),0.978311719447 (0.00401663238421),0.98955872445 (0.00235538789794),0.406518017316 (0.0071901529832),0.429615427386 (0.0109473270753),0.357495605411 (0.00763868285808),0.324918727129 (0.00729278064302),0.217783596359 (0.00461304746951),0.160061548866 (0.00318997519473),0.144193823052 (0.00306477355484),0.243587398529 (0.0271487075265),8.18403706551 (0.888232323682)
0.859857398054 (0.00222021060705),0.936 (0.00136821051012),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=200, random_state=None)",0.479013990673 (0.0103896541983),0.36034655115 (0.0108848977718),0.2395934011 (0.00545028924426),0.206793701833 (0.00480626681021),0.123360111991 (0.00274845252664),0.0871953460538 (0.00197260786892),0.0778002484051 (0.0017591221819),0.358620033905 (0.00481111033856),0.539272341621 (0.00836924830927),0.717073572569 (0.00494672993394),0.773605482623 (0.00180228985013),0.922941295017 (0.00290476969322),0.978493464553 (0.00342469251126),0.989462137761 (0.00224564570361),0.41010693769 (0.00527262471166),0.431956598271 (0.0097515834062),0.35913752998 (0.00614782676637),0.326318785507 (0.00594449681611),0.217618608398 (0.0042414529518),0.160114997826 (0.00331272386183),0.14425206368 (0.00301126765476),0.595850372314 (0.0949817529215),21.0720359325 (4.88226804381)
0.792625492625 (0.00661561730533),0.787706666667 (0.0319022353797),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420519653564 (0.0118310315152),0.310829723426 (0.00812789133671),0.20179970005 (0.00564313208166),0.175016664445 (0.00427641732822),0.112232517832 (0.00301077180842),0.0847517888094 (0.00212897519258),0.0767264028862 (0.00175801886626),0.314823985219 (0.0069402617224),0.465176458423 (0.00318270165349),0.60397112097 (0.0111010822431),0.654760128961 (0.00945024311613),0.839606375671 (0.00890382280731),0.951013389885 (0.00472979112758),0.975796855344 (0.00398097635248),0.360025004257 (0.00788591052426),0.37260174762 (0.00636140190235),0.302487765713 (0.00716373509714),0.276177611815 (0.00564974630127),0.197986174936 (0.0048012928187),0.155627155707 (0.00361161332226),0.142260916437 (0.00301514890994),0.00155158042908 (0.000187310922183),1.01218719482 (0.141016026403)
0.792621965397 (0.00441625902254),0.78294 (0.0121245462687),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42145236509 (0.0121654493916),0.312029323559 (0.00939095765615),0.202499583403 (0.00695137894323),0.175416611119 (0.00543195054665),0.112139190721 (0.00295047930679),0.0846984578463 (0.00221418072947),0.0767185600565 (0.00181008023757),0.315507243089 (0.00655358155716),0.466925408197 (0.00409403980593),0.605883331368 (0.00724712743304),0.65609155087 (0.00569506985863),0.838907912444 (0.00770268724949),0.950390225163 (0.0048604767784),0.975677875337 (0.00299072323939),0.360813961975 (0.00781502245153),0.374025094949 (0.00783557551318),0.303514258166 (0.00865486204612),0.276794254724 (0.00721119070911),0.197821517986 (0.00468275526775),0.155528898745 (0.00376776292165),0.142246173015 (0.00311032380739),0.00141983032227 (0.000234553789203),0.990277051926 (0.14945940217)
0.793443735561 (0.00605258827306),0.7922 (0.0155898114877),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42398401066 (0.0119816373865),0.312562479174 (0.0101881036915),0.202932844526 (0.0071257565531),0.175763231569 (0.00615080479095),0.112299180055 (0.00307762956143),0.0847606773032 (0.00224183955857),0.0767107172268 (0.00178248040174),0.317382188697 (0.00522955716089),0.467695624354 (0.00504011696537),0.607197696601 (0.0096659147608),0.657364189638 (0.0107013448394),0.840092617644 (0.0089438076901),0.951086007773 (0.00581716960801),0.975588205464 (0.00355482276973),0.362967988542 (0.00690388219459),0.374655323056 (0.00877471073008),0.304165937101 (0.00903352305314),0.277339123867 (0.00845361558638),0.19810341257 (0.00491540679522),0.155643120744 (0.00382098347625),0.142231739016 (0.00306011783693),0.00153923034668 (0.000190599453066),1.05491609573 (0.154893576554)
0.791064607447 (0.00600034548248),0.774613333333 (0.0091866231252),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421185876083 (0.0139073053091),0.310363212263 (0.0096567787733),0.200166638894 (0.00610580914616),0.174216771097 (0.00485634744274),0.112099193387 (0.00296466322942),0.0847340118217 (0.00226064997565),0.0766950315674 (0.00176235206714),0.31527006172 (0.0067637613885),0.464421760876 (0.00447828780405),0.59898476074 (0.00747902421141),0.651677634662 (0.00687704067941),0.838605243159 (0.0076966006672),0.950777368752 (0.00516484416144),0.975394186663 (0.00341952969059),0.360561258072 (0.0088068277936),0.372024539707 (0.00816798298813),0.300027633894 (0.00752087641175),0.274907472518 (0.00639775290246),0.197750878784 (0.00470865306977),0.155594026064 (0.00385290501865),0.142202711635 (0.00302233452237),0.00141725540161 (0.000201000216573),1.02001414299 (0.117208888096)
0.791665787769 (0.00553920878645),0.7751 (0.0044105429245),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.422385076616 (0.0114388679714),0.31136287904 (0.00960142803783),0.20076653891 (0.00583131373457),0.174323423544 (0.00504884164929),0.112059196054 (0.00288825186013),0.0846984578463 (0.00222929379561),0.0766950315674 (0.00178058144577),0.316205913695 (0.00579486543654),0.465916041676 (0.00381091391936),0.600792862618 (0.00641699884138),0.652052001166 (0.00649327130753),0.83833323608 (0.00889774996254),0.950389846218 (0.0055810641416),0.975388994351 (0.00347453886074),0.361612679042 (0.00696425750931),0.373222243573 (0.00801080065322),0.300928444471 (0.00707556307777),0.275073589232 (0.0066698585497),0.197681063517 (0.00458971239199),0.155528892828 (0.00379735385522),0.14220265713 (0.00305635748422),0.00151700973511 (0.00019892817587),1.18695116043 (0.193154989455)
0.790663588047 (0.00557989995968),0.768653333333 (0.0045651627694),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420919387075 (0.0118160156042),0.310229923359 (0.00911105463519),0.199966672221 (0.00648051779625),0.173843487535 (0.0048677524836),0.111992533831 (0.00289501376583),0.0847073463402 (0.00223329488203),0.0766871887377 (0.00177230598818),0.315115322433 (0.006531220754),0.464243656367 (0.00404519454919),0.598367327164 (0.00871381799463),0.650273377245 (0.00632185052735),0.837821567026 (0.00780012057376),0.950487593142 (0.0054136507349),0.975291146993 (0.00333528336822),0.360362283665 (0.00763219589367),0.371871564458 (0.00754233971025),0.299725519466 (0.00811081096398),0.274317729636 (0.00639496711379),0.197563114312 (0.00458933071642),0.15554518687 (0.0038039899605),0.142188135438 (0.00304075403153),0.00140805244446 (0.00026812504645),0.554129076004 (0.0685841116077)
0.790746236266 (0.0055558673488),0.76912 (0.00470293525365),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420786142572 (0.0116358390111),0.310229923359 (0.00911105463519),0.2 (0.00638155168533),0.173950139981 (0.004803357887),0.112005866276 (0.00288344744561),0.0846984578463 (0.0022241491145),0.0766871887377 (0.00177230598818),0.315016214405 (0.0063813868981),0.464243656367 (0.00404519454919),0.59847565958 (0.00864192175107),0.650678453932 (0.00622775836508),0.837923712072 (0.00781312059782),0.950390740842 (0.00545814516011),0.975291146993 (0.00333528336822),0.360248615009 (0.00744761665286),0.371871564458 (0.00754233971025),0.299776551308 (0.00797232632471),0.274486559976 (0.00629360141083),0.197586700608 (0.00456938540557),0.155528904203 (0.00378756237708),0.142188135438 (0.00304075403153),0.00133781433105 (0.000252051286655),0.528416967392 (0.0769781487073)
