AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.503169856948 (0.00203591414116),0.93304 (0.00150663716785),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='elasticnet', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00121459960937 (0.000110912938006),0.109846162796 (0.00258616086204)
0.503506641757 (0.00202173654603),0.93266 (0.00218910433232),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l2', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00116782188416 (0.000113671557834),0.0824518203735 (0.000177552990722)
0.506047025488 (0.00175301875843),0.926673333333 (0.00710221874565),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l1', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00130000114441 (0.000226681514198),0.160067081451 (0.123399638771)
0.838777463074 (0.00407314796608),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.437254753649 (0.0166205936364),0.328776154334 (0.0144599346346),0.211185700708 (0.016433916477),0.182047694042 (0.0139622525338),0.0965672923681 (0.00800755567468),0.0704145749267 (0.00793304479121),0.06684 (0.00160518603975),0.338121735631 (0.00465840957052),0.544479842938 (0.017320520348),0.708343645949 (0.0228775419037),0.779652430154 (0.0402600875503),0.94430581084 (0.0145112840311),0.995205479452 (0.00958904109589),1.0 (0.0),0.381143963537 (0.00526908950431),0.409621796509 (0.0105083076658),0.324777037425 (0.0181451508948),0.294552388135 (0.0166146985801),0.175074816676 (0.0128557963456),0.131401957605 (0.0135878300169),0.125300392819 (0.00282143439235),0.139151382446 (0.001468206446),0.373307132721 (0.0522287854831)
0.839101430728 (0.000608660201656),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.444043151925 (0.0158129204444),0.335858023557 (0.0115430808473),0.209609871641 (0.0183662938748),0.181612778273 (0.00944147357621),0.0903900036335 (0.00323387024397),0.0694253694669 (0.00561420923091),0.06684 (0.00160518603975),0.342343804961 (0.0116577643688),0.534669719272 (0.0118987731062),0.710097881704 (0.0457066454629),0.798122315084 (0.0297673739036),0.956865698826 (0.00563799594557),0.993855302279 (0.012289395441),1.0 (0.0),0.386528573453 (0.0120872304757),0.412399046932 (0.00959129502054),0.322410512778 (0.018326239384),0.295550796245 (0.0104039220478),0.165154899766 (0.00532871848115),0.129715837678 (0.0096229393803),0.125300392819 (0.00282143439235),0.140151166916 (0.000672883135963),0.399019432068 (0.00643391335891)
0.836700199408 (0.0034812099087),0.934866666667 (0.00104668789787),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=10, random_state=None)",0.43215510458 (0.0182944514978),0.334853234488 (0.0151150111929),0.196429651529 (0.00893993947685),0.185551369947 (0.00708315176651),0.0893635203366 (0.00437472124137),0.0704573287328 (0.0065936845452),0.0668457111921 (0.00160183871482),0.337574586938 (0.00465680406042),0.526183592348 (0.0118677212316),0.732918393172 (0.00798905431736),0.744298870136 (0.0123213711366),0.96021027986 (0.00498393660609),0.993360572012 (0.0132788559755),1.0 (0.0),0.378843265761 (0.00691835681037),0.408880534997 (0.00930267294242),0.309706917862 (0.0111076092836),0.296935200332 (0.00854738748962),0.163473735925 (0.00726853643845),0.131488282614 (0.0112576248931),0.125310446436 (0.00281553831745),0.0287425994873 (0.00211722050284),1.60232224464 (0.0400989802505)
0.842207404583 (0.00369567508515),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.44539046197 (0.00929381705376),0.331847308913 (0.0161434463772),0.216889486054 (0.0138726782163),0.185413127012 (0.0111124324823),0.102859139886 (0.0134010716196),0.0723986596428 (0.00713647974484),0.0686659854977 (0.002845750594),0.345686624712 (0.00834055669005),0.549800450986 (0.012544976194),0.710799998755 (0.0248767237923),0.783833587663 (0.0287574430885),0.933945655838 (0.0262050421463),0.98841245308 (0.0141940145289),0.9961875322 (0.00762493560021),0.389228267434 (0.00822981028531),0.413540387147 (0.0125101127391),0.331929890537 (0.0152680052356),0.299580919778 (0.0135040787236),0.184897160104 (0.0210629233997),0.134806956264 (0.0122035951415),0.128457915728 (0.00490628828464),0.140531396866 (0.00038767607589),0.401310586929 (0.0128261191379)
0.831190245415 (0.00586949714401),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.454156078722 (0.00882881905509),0.323997631563 (0.0208129943006),0.215275089125 (0.0155453981769),0.18735989111 (0.0209583818713),0.0974136830702 (0.00500825173397),0.0732190284641 (0.00920280518534),0.06684 (0.00160518603975),0.355009251865 (0.0144329376742),0.549742344498 (0.0210586151556),0.716922263084 (0.0191214852578),0.763921381535 (0.0233574245955),0.927800411887 (0.0189575074275),0.985192875386 (0.0184147739089),1.0 (0.0),0.39827824532 (0.00911863749335),0.406748991433 (0.0120521982129),0.330580179283 (0.0164542694341),0.299967588335 (0.0266250149122),0.176238031016 (0.00787765574682),0.136124565379 (0.0156991626319),0.125300392819 (0.00282143439235),0.140433597565 (4.74673129046e-05),0.344762420654 (0.0535205398723)
0.837022456661 (0.00326185016958),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4412912522 (0.0161580233112),0.328928132749 (0.00770955976008),0.209910398479 (0.0183437443319),0.186626883627 (0.0097378915333),0.09892652973 (0.0119355240958),0.0749201775244 (0.0064220114256),0.06684 (0.00160518603975),0.339835997356 (0.0130481414342),0.536047020857 (0.0213096508748),0.710899582037 (0.0348142745756),0.772074393913 (0.0280769536066),0.931148084447 (0.0234808807341),0.983328849266 (0.0141337185097),1.0 (0.0),0.383869368093 (0.0129323078272),0.407635819332 (0.011579721347),0.323174474648 (0.0195290338626),0.300292007661 (0.0115410004485),0.178536026427 (0.0189031709674),0.139143045935 (0.0109679270343),0.125300392819 (0.00282143439235),0.140517568588 (0.000184163782784),0.404196596146 (0.00457514941818)
0.840552170094 (0.00288327391635),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.448250967115 (0.00920283418523),0.336435852946 (0.0045731600046),0.215293978736 (0.0121688497367),0.190502013554 (0.00455573084879),0.0991270191375 (0.0101296685531),0.0742366457918 (0.00476291636776),0.06684 (0.00160518603975),0.34125344833 (0.00746221442158),0.537743591144 (0.0349363399289),0.709180809611 (0.029815497893),0.761076552584 (0.017258151301),0.93904237531 (0.0198882631719),0.983165144198 (0.0137993659743),1.0 (0.0),0.387380060327 (0.00453488459241),0.413540580336 (0.0115865445039),0.329849843172 (0.0127172249271),0.304695122644 (0.00646691247478),0.179087403566 (0.0160509019597),0.137994720483 (0.00811924582604),0.125300392819 (0.00282143439235),0.154980230331 (0.000664000689216),0.659144020081 (0.0275717736631)
0.843082012079 (0.00292792917551),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.447288733362 (0.0166851009727),0.337151442627 (0.0117675194337),0.223683123014 (0.00645917063939),0.192026525165 (0.00620840668941),0.102130779762 (0.0119645647873),0.0756779853119 (0.00618507155743),0.0687856110939 (0.00440210030969),0.348056251401 (0.0147697540624),0.545082850609 (0.0191032563195),0.695756324717 (0.0198792398848),0.768822842996 (0.0290741608939),0.937633050584 (0.024710686396),0.982471034859 (0.0143545825843),0.996630327056 (0.00673934588702),0.391325468659 (0.0136892013976),0.416437127713 (0.0117628337884),0.33838190061 (0.00664532884527),0.307094242118 (0.00644736045871),0.183865079223 (0.0188646405834),0.140445469889 (0.0105354253891),0.128650719805 (0.00760983247788),0.154700613022 (0.000560056084211),0.634632062912 (0.014969942639)
0.838238020058 (0.00487016398731),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.453647484046 (0.019928293741),0.337383839504 (0.0137655148818),0.219040565142 (0.0147461672063),0.198997368269 (0.00775290357582),0.0968142351558 (0.00422078419342),0.0758665161781 (0.00681965923502),0.06684 (0.00160518603975),0.347337449241 (0.00978548973934),0.54406624395 (0.0114890406446),0.724608556128 (0.0263922539216),0.754316828859 (0.00759191584711),0.933953337798 (0.0210680081444),0.980955714724 (0.0156899889788),1.0 (0.0),0.393342995299 (0.0126730633829),0.41622038357 (0.0093788872522),0.335972143528 (0.0168414549076),0.31484764173 (0.00999860670188),0.175381362393 (0.00659799447638),0.140736851488 (0.0116280767262),0.125300392819 (0.00282143439235),0.139621782303 (0.00146410170464),0.364126205444 (0.0519348427878)
0.838946072742 (0.00386867266403),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.448783902541 (0.010285505505),0.346216059142 (0.0129851757426),0.223680154566 (0.00815955817845),0.196689049782 (0.00736460430111),0.100094730811 (0.00778915867181),0.0758868594965 (0.006055161532),0.0684950962952 (0.00253972145399),0.342105028837 (0.00279952624702),0.530780083386 (0.00460689769608),0.720611813881 (0.0255534213324),0.770097819912 (0.0127528159933),0.931608572672 (0.015306528648),0.979513278125 (0.0167294049531),0.994435857805 (0.0111282843895),0.388212974361 (0.00506403921972),0.418928823388 (0.00964506331387),0.34115834237 (0.00863499232465),0.313228465113 (0.00877418047726),0.18062865885 (0.0123379506596),0.140772859338 (0.0102935184506),0.128145132033 (0.00434931517306),0.153947877884 (0.00143328196861),0.536673402786 (0.05377061724)
0.860243579514 (0.00269433187215),0.9358 (0.0013977760113),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=100, random_state=None)",0.478214523651 (0.0109341709468),0.359813395535 (0.0124758698667),0.239802993315 (0.00565503449849),0.20711756007 (0.00543813778819),0.123541676806 (0.00278215203941),0.087244736036 (0.00199829562671),0.0778282483979 (0.0017298005052),0.35801280952 (0.00485506260975),0.538432558012 (0.0104219384751),0.717760141657 (0.00503898483459),0.774846740118 (0.00320298707431),0.924330873376 (0.0026180767149),0.979087468162 (0.0041336929111),0.98996804698 (0.00283947289645),0.409416823662 (0.00564748936974),0.431304162401 (0.0117169294066),0.35945889426 (0.00644485594704),0.32683277516 (0.00695468698636),0.217939817375 (0.00429993801778),0.160206249158 (0.00336245966594),0.144305641357 (0.00295913278566),0.366114664078 (0.0787128102126),13.3713963985 (3.050377797)
0.859857398054 (0.00222021060705),0.936 (0.00136821051012),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=200, random_state=None)",0.479013990673 (0.0103896541983),0.36034655115 (0.0108848977718),0.2395934011 (0.00545028924426),0.206793701833 (0.00480626681021),0.123360111991 (0.00274845252664),0.0871953460538 (0.00197260786892),0.0778002484051 (0.0017591221819),0.358620033905 (0.00481111033856),0.539272341621 (0.00836924830927),0.717073572569 (0.00494672993394),0.773605482623 (0.00180228985013),0.922941295017 (0.00290476969322),0.978493464553 (0.00342469251126),0.989462137761 (0.00224564570361),0.41010693769 (0.00527262471166),0.431956598271 (0.0097515834062),0.35913752998 (0.00614782676637),0.326318785507 (0.00594449681611),0.217618608398 (0.0042414529518),0.160114997826 (0.00331272386183),0.14425206368 (0.00301126765476),0.595850372314 (0.0949817529215),21.0720359325 (4.88226804381)
0.859086595809 (0.00282578915438),0.935706666667 (0.00139799856938),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=50, random_state=None)",0.474822200202 (0.0131498112234),0.358334663318 (0.0115820650742),0.238495197367 (0.00641877965834),0.205901465332 (0.00561365112569),0.123447173823 (0.00295785684131),0.0871650633248 (0.00190452051224),0.0777658323996 (0.00178897336495),0.355482687359 (0.00523659286887),0.536480405783 (0.0105843966455),0.713819811266 (0.00635636684432),0.770353533969 (0.00580678444864),0.923999005257 (0.00259005684545),0.978311719447 (0.00401663238421),0.98955872445 (0.00235538789794),0.406518017316 (0.0071901529832),0.429615427386 (0.0109473270753),0.357495605411 (0.00763868285808),0.324918727129 (0.00729278064302),0.217783596359 (0.00461304746951),0.160061548866 (0.00318997519473),0.144193823052 (0.00306477355484),0.243587398529 (0.0271487075265),8.18403706551 (0.888232323682)
0.855925170649 (0.00365470339123),0.9351 (0.00129529061518),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=25, random_state=None)",0.466494653117 (0.0141087095109),0.354856073061 (0.0105297112745),0.233858199315 (0.00618591193443),0.20390878242 (0.00622631578272),0.122981411134 (0.0026161360503),0.0867322631671 (0.00181636616516),0.0776674668046 (0.00170562594335),0.350474742705 (0.00521924674017),0.532456135781 (0.0108682039206),0.711634052054 (0.00439881362727),0.768261943673 (0.0078081656636),0.923534316468 (0.00307837475727),0.977601805893 (0.00525492488109),0.99026606482 (0.00206770535779),0.400184572025 (0.00768531890567),0.425816962225 (0.00994886263194),0.351984547345 (0.0070535055297),0.322236971829 (0.00809435317227),0.217046895141 (0.00404682125101),0.159322926162 (0.00305585301758),0.144032473308 (0.00291671151185),0.134726381302 (0.00852491059149),4.54781179428 (0.0856552790046)
0.84878859944 (0.00403751878583),0.93478 (0.00118050836507),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=10, random_state=None)",0.459386480632 (0.0137735297277),0.342943442388 (0.0116086885011),0.211763594794 (0.0189577224351),0.194471472575 (0.00742664720469),0.113011658629 (0.00466116136293),0.0833740637901 (0.00274804789109),0.0722201496037 (0.00338624355995),0.350583869312 (0.00524452699868),0.521376503691 (0.0134406352966),0.72442086189 (0.00929034416751),0.751034326156 (0.016066674456),0.933936279993 (0.00511673069108),0.97722780693 (0.00591331095662),0.995638109683 (0.0036984137684),0.39762461966 (0.00779120472335),0.413674023321 (0.0116887535538),0.327154730629 (0.0218158902441),0.308820221958 (0.0090501993397),0.201586431758 (0.00730245350593),0.153624193634 (0.00461186499148),0.134650116914 (0.00585444787027),0.0538588047028 (0.00751592194544),1.76431217194 (0.034874547182)
0.848240504671 (0.0032912654541),0.9352 (0.00122510770502),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=25, random_state=None)",0.444142664993 (0.0116826937132),0.339237862541 (0.0111935347226),0.22093266189 (0.00794920300984),0.193670030241 (0.00738822118479),0.121258903165 (0.00263850102295),0.0842486463592 (0.00275563037241),0.0757328436616 (0.00173065944074),0.333032380008 (0.00271032672653),0.526947853166 (0.00382592682698),0.692574944737 (0.00953444524395),0.739815165441 (0.00741590889043),0.92540837913 (0.005255509837),0.977083507979 (0.00406960858607),0.991538728288 (0.000821182668827),0.380587021592 (0.00514601443521),0.412644399717 (0.00847797912345),0.334947430354 (0.00993506235213),0.306915078602 (0.00955404845669),0.214410217994 (0.00411745154898),0.155108789658 (0.00466217277173),0.14071268719 (0.00298481854598),0.0646356582642 (0.00529425888122),4.13675866127 (0.0884369493242)
0.850595620616 (0.00315476204664),0.9357 (0.00124239911283),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=50, random_state=None)",0.444567221018 (0.0113918117039),0.348884475773 (0.00995761916893),0.228773218392 (0.00578564895826),0.196179950563 (0.00545100629832),0.12266815306 (0.00274419513509),0.0866156037363 (0.00223469311429),0.0772125175533 (0.00153182829085),0.333228288492 (0.00325544194012),0.522923655427 (0.00672879971144),0.693876250261 (0.00815018983969),0.738796613232 (0.0063118694352),0.924930442343 (0.00490610928756),0.976564944897 (0.00313819099241),0.989837914568 (0.00125093571204),0.380877269378 (0.00540356345947),0.418471748294 (0.00850941998971),0.344069764471 (0.00718921339517),0.310010128123 (0.00728025168715),0.216598149233 (0.00431425040585),0.15911037952 (0.00377465411814),0.143246723414 (0.00263074271279),0.115708732605 (0.00886076668648),7.82366962433 (0.452663090497)
0.793443735561 (0.00605258827306),0.7922 (0.0155898114877),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42398401066 (0.0119816373865),0.312562479174 (0.0101881036915),0.202932844526 (0.0071257565531),0.175763231569 (0.00615080479095),0.112299180055 (0.00307762956143),0.0847606773032 (0.00224183955857),0.0767107172268 (0.00178248040174),0.317382188697 (0.00522955716089),0.467695624354 (0.00504011696537),0.607197696601 (0.0096659147608),0.657364189638 (0.0107013448394),0.840092617644 (0.0089438076901),0.951086007773 (0.00581716960801),0.975588205464 (0.00355482276973),0.362967988542 (0.00690388219459),0.374655323056 (0.00877471073008),0.304165937101 (0.00903352305314),0.277339123867 (0.00845361558638),0.19810341257 (0.00491540679522),0.155643120744 (0.00382098347625),0.142231739016 (0.00306011783693),0.00153923034668 (0.000190599453066),1.05491609573 (0.154893576554)
0.792625492625 (0.00661561730533),0.787706666667 (0.0319022353797),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420519653564 (0.0118310315152),0.310829723426 (0.00812789133671),0.20179970005 (0.00564313208166),0.175016664445 (0.00427641732822),0.112232517832 (0.00301077180842),0.0847517888094 (0.00212897519258),0.0767264028862 (0.00175801886626),0.314823985219 (0.0069402617224),0.465176458423 (0.00318270165349),0.60397112097 (0.0111010822431),0.654760128961 (0.00945024311613),0.839606375671 (0.00890382280731),0.951013389885 (0.00472979112758),0.975796855344 (0.00398097635248),0.360025004257 (0.00788591052426),0.37260174762 (0.00636140190235),0.302487765713 (0.00716373509714),0.276177611815 (0.00564974630127),0.197986174936 (0.0048012928187),0.155627155707 (0.00361161332226),0.142260916437 (0.00301514890994),0.00155158042908 (0.000187310922183),1.01218719482 (0.141016026403)
0.791064607447 (0.00600034548248),0.774613333333 (0.0091866231252),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421185876083 (0.0139073053091),0.310363212263 (0.0096567787733),0.200166638894 (0.00610580914616),0.174216771097 (0.00485634744274),0.112099193387 (0.00296466322942),0.0847340118217 (0.00226064997565),0.0766950315674 (0.00176235206714),0.31527006172 (0.0067637613885),0.464421760876 (0.00447828780405),0.59898476074 (0.00747902421141),0.651677634662 (0.00687704067941),0.838605243159 (0.0076966006672),0.950777368752 (0.00516484416144),0.975394186663 (0.00341952969059),0.360561258072 (0.0088068277936),0.372024539707 (0.00816798298813),0.300027633894 (0.00752087641175),0.274907472518 (0.00639775290246),0.197750878784 (0.00470865306977),0.155594026064 (0.00385290501865),0.142202711635 (0.00302233452237),0.00141725540161 (0.000201000216573),1.02001414299 (0.117208888096)
0.790655465675 (0.00557888932283),0.76844 (0.00439086931408),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420919387075 (0.0121274459725),0.310229923359 (0.00917420852911),0.199966672221 (0.00648051779625),0.173843487535 (0.0048677524836),0.111992533831 (0.00289501376583),0.084716234834 (0.00223389619523),0.076679345908 (0.00178234236407),0.315108240439 (0.00652996113618),0.464242395697 (0.00420631972657),0.598367327164 (0.00871381799463),0.650273377245 (0.00632185052735),0.837821567026 (0.00780012057376),0.95058670117 (0.00533428913731),0.975188107323 (0.0032618988913),0.360357671512 (0.0077849080259),0.371871153729 (0.00762980865993),0.299725519466 (0.00811081096398),0.274317729636 (0.00639496711379),0.197563114312 (0.00458933071642),0.155561500749 (0.00380486223613),0.142173559241 (0.00305934043865),0.00159759521484 (0.00010238021371),1.19502139091 (0.233780294387)
0.790692858944 (0.00555020354814),0.769033333333 (0.00441537717025),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420919387075 (0.01201714738),0.310229923359 (0.00911105463519),0.200066655557 (0.006457853771),0.17392347687 (0.00492553629274),0.111979201387 (0.00285868254804),0.084716234834 (0.00223389619523),0.076679345908 (0.00178234236407),0.31511757816 (0.00683153405472),0.464243656367 (0.00404519454919),0.598664651247 (0.0084336183259),0.650567184932 (0.00637630517634),0.837725975395 (0.00750968388666),0.95058670117 (0.00533428913731),0.975188107323 (0.0032618988913),0.360363781821 (0.00792395553751),0.371871564458 (0.00754233971025),0.29987516406 (0.00806212063437),0.274443472375 (0.00648307793751),0.197539711747 (0.00452335306951),0.155561500749 (0.00380486223613),0.142173559241 (0.00305934043865),0.00159463882446 (0.000370472264869),0.642245149612 (0.0714179653131)
0.790649390584 (0.00557590028477),0.768693333333 (0.00454515126261),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420652898068 (0.0120260084952),0.310163278907 (0.0091945193841),0.2 (0.00652697126705),0.173870150647 (0.00489135490574),0.111965868942 (0.00286340436021),0.084716234834 (0.00223389619523),0.0766715030783 (0.00179022788284),0.314915430462 (0.00672744600995),0.464140616697 (0.00410378441831),0.598465174522 (0.00888430520797),0.650370229546 (0.00627408066002),0.837626867367 (0.00767739543893),0.95058670117 (0.00533428913731),0.975085962277 (0.0032589918659),0.360133901661 (0.00786258430257),0.371790625567 (0.00763854914908),0.29977523979 (0.00818477303816),0.274359544396 (0.00642815317716),0.197516208604 (0.0045333341305),0.155561500749 (0.00380486223613),0.142158992068 (0.00307400034523),0.00148234367371 (0.000401028571792),1.00252761841 (0.116481108829)
0.790716407857 (0.00559406552173),0.768953333333 (0.00456584420818),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420786142572 (0.0120112363382),0.310229923359 (0.00894873945371),0.200033327779 (0.00643372892608),0.173870150647 (0.00490441828226),0.111979201387 (0.0028782027341),0.0847073463402 (0.00222478841132),0.076679345908 (0.00178234236407),0.315012282763 (0.00658012148491),0.464248848679 (0.00381905788431),0.598568580238 (0.00851702106669),0.650371224604 (0.00651017778747),0.837723719668 (0.00766333484416),0.95048984887 (0.00538122407922),0.975188107323 (0.0032618988913),0.36024607216 (0.00776015019937),0.371873216927 (0.00734065241649),0.299825658568 (0.00803456639916),0.274359636393 (0.00645675795989),0.197539647019 (0.00455870785947),0.155545218082 (0.00378850855133),0.142173559241 (0.00305934043865),0.00145244598389 (0.000168307103662),1.21771264076 (0.140872222536)
