AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.824809392481 (0.00205044645767),0.93524 (0.0014924104291),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.435662626031 (0.0101600797183),0.328181171144 (0.00934837108661),0.219305832507 (0.00647947374796),0.19497197398 (0.00551245108385),0.108291782087 (0.00301637734292),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.340509982859 (0.00989121064006),0.507451176549 (0.00953634014082),0.690303601578 (0.00741749419736),0.735503668557 (0.00441334645576),0.906895248562 (0.00260489236034),1.0 (0.0),1.0 (0.0),0.382134627566 (0.0076820026826),0.398406623352 (0.0054979255612),0.332811786123 (0.00773372742026),0.308192789723 (0.00693705005248),0.193463413713 (0.00477086078753),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.130976772308 (0.0012273136498),1.66749663353 (0.00758190439295)
0.727645857915 (0.0357427272614),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.310137704994 (0.0844807404185),0.233634005092 (0.0451326743104),0.155553372941 (0.0205284024828),0.14243791294 (0.0167436090709),0.0997556310781 (0.00462925415098),0.0768096161739 (0.00341774205422),0.0724287421268 (0.00149993128516),0.270901439661 (0.0512232310965),0.363122434088 (0.059539351857),0.522078427065 (0.0698122159368),0.573013558715 (0.0527568322792),0.800428838112 (0.0267557520406),0.944295825687 (0.0131496192345),0.973124527088 (0.00649104438607),0.286143316863 (0.0607870794899),0.284152086939 (0.0513967661936),0.239323111137 (0.030217246798),0.228069134878 (0.0255055558718),0.177348625996 (0.00743891482458),0.142035746412 (0.00580086814632),0.134819817451 (0.00262942740163),0.154095602036 (0.00157378373904),0.421060085297 (0.0198300748078)
0.821117848451 (0.0059239326781),0.93352 (0.00153168026835),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.451715977328 (0.0104060865848),0.343589895991 (0.0114911916176),0.225262269573 (0.00645847815239),0.191295255222 (0.00592143296005),0.115278622926 (0.00304552545292),0.0851824561565 (0.00232659375258),0.076756707626 (0.00173711183787),0.338261109471 (0.00448072465544),0.514353768031 (0.0118529129841),0.676079207962 (0.00713116981304),0.717736555376 (0.00835823345777),0.862833384718 (0.007269369179),0.956732415359 (0.00451683912406),0.978759295129 (0.00212540301982),0.386785347511 (0.00522334271305),0.411920962355 (0.0112353010727),0.337896342829 (0.00788765312336),0.302049816303 (0.00793401021788),0.203372136002 (0.0048345400443),0.156430052626 (0.00397369267799),0.142344945498 (0.00298614428961),0.156363344193 (0.000415453020687),0.63575797081 (0.0182026417986)
0.827982269287 (0.00483007090682),0.935073333333 (0.00147428325335),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466089273817 (0.0151840282359),0.348017327557 (0.00939332212421),0.226965312185 (0.00569934242121),0.195211371272 (0.00491473602557),0.116543927806 (0.00322291579261),0.0854225785605 (0.00229470618083),0.0770998314039 (0.00195207058777),0.348857867466 (0.00593633116405),0.520826728396 (0.00464015119851),0.679361225987 (0.00777830601647),0.73028861866 (0.00372939787163),0.871979123491 (0.00683699961225),0.958944528221 (0.00571678427706),0.980522027912 (0.00255869893346),0.39898557384 (0.00877708736539),0.417178549346 (0.00758055661543),0.340218707073 (0.00678173539857),0.308043257635 (0.00624619187206),0.205595076679 (0.0051274967356),0.156864505386 (0.00391845483808),0.142953053573 (0.00337157846045),0.158022785187 (0.00197621339903),0.863698005676 (0.05587907297)
0.839351857989 (0.00579554527292),0.936566666667 (0.00148787693637),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.472485009993 (0.0160469758479),0.355299792954 (0.00803870410908),0.232361273121 (0.00645269175442),0.200479936009 (0.00550023220751),0.118525431638 (0.0032480308553),0.086031731923 (0.00219302759258),0.0773453778145 (0.00184566466726),0.353662094519 (0.00765054447963),0.53185315594 (0.0046314482616),0.695354647262 (0.00636941003084),0.749916393367 (0.00681592643074),0.886647426069 (0.00717388374242),0.965364256588 (0.00426040605687),0.983650273659 (0.00278444900389),0.404471560774 (0.0101018278036),0.425949662739 (0.00600898591333),0.348287563951 (0.00771818980583),0.316349555685 (0.00718354798529),0.209086340671 (0.00516606651928),0.157977319958 (0.00372275781192),0.143408383284 (0.00317395221876),0.121738910675 (0.000651339608134),1.47102499008 (0.0178029821342)
0.817035594922 (0.00397554423903),0.933186666667 (0.000773045923604),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.419405065788 (0.0109566322653),0.321369254358 (0.00901552005229),0.217755612569 (0.00681438609184),0.189418441037 (0.00702966679426),0.115323864118 (0.00359382292021),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.329550536224 (0.0100642091352),0.488020807258 (0.00385625049758),0.670043439838 (0.00188262936153),0.728462302708 (0.0171532467238),0.885142515377 (0.00397286439855),1.0 (0.0),1.0 (0.0),0.369043140532 (0.00979448158581),0.387474740753 (0.00708887901713),0.32863437081 (0.00786575992672),0.300531570801 (0.00841853045476),0.204044557213 (0.00570807326764),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.209362840652 (0.0478560476602),2.01931738853 (0.0514493859611)
0.721543839735 (0.0387153629511),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.309106421388 (0.082131398764),0.222267086593 (0.0553688250981),0.145166982643 (0.0246283079331),0.134986023739 (0.0172093554299),0.101826564995 (0.00589936511447),0.0797691027587 (0.00290854710743),0.0736997513071 (0.00238008082353),0.246325794133 (0.0548987399245),0.371636261183 (0.0838351540738),0.515513073308 (0.100196898627),0.551217995663 (0.0881352626453),0.778084185119 (0.0331704498647),0.934671087617 (0.0164060303863),0.966191497117 (0.00555074293142),0.273809714414 (0.0663005222651),0.277733967449 (0.0659633325429),0.225278314744 (0.0354929263458),0.216456998529 (0.0274722050796),0.180061075616 (0.00993337277513),0.146973329085 (0.00489906882644),0.136940568108 (0.00407353617916),0.131459999084 (0.000559316742294),0.807014942169 (0.0101270692936)
0.823752322876 (0.00607151019504),0.933526666667 (0.00151926882999),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.462427888731 (0.0136705225823),0.345818060646 (0.00968158336412),0.227290211587 (0.0073235800525),0.192470840027 (0.00581733852787),0.115550350988 (0.00314796688243),0.0851992621719 (0.00225249562272),0.0769793279672 (0.00189413605378),0.346168557519 (0.00392740880654),0.517524786763 (0.0049371498172),0.681039199594 (0.00650888471031),0.722696417762 (0.0105121246831),0.864624244856 (0.00914452175223),0.957154664608 (0.00592209862913),0.979741453541 (0.00135134205289),0.395884954855 (0.00696701899798),0.414538819629 (0.00795243026951),0.340788330693 (0.00886798633918),0.303957682737 (0.00792980467896),0.203844840538 (0.00503159061467),0.156464238508 (0.00384788032137),0.142737570809 (0.00326324620941),0.133126020432 (0.000510042085234),1.2296713829 (0.0117703802106)
0.82886859881 (0.00560930197971),0.93496 (0.00131882102231),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.465689540306 (0.0127525501548),0.348417194269 (0.00946632770653),0.227580655043 (0.00580822270875),0.195478101422 (0.00538253619677),0.116586778418 (0.00341259538685),0.0855390661623 (0.00218478083596),0.0771336401726 (0.00185490591508),0.348581965655 (0.00359608938448),0.521444008271 (0.00656925489747),0.681155712966 (0.00816602009888),0.731555177614 (0.00663064380237),0.872253446976 (0.008624574728),0.959879158471 (0.00456375855414),0.980950557721 (0.00166397038265),0.398658249291 (0.00620303379421),0.417663696434 (0.00798491792539),0.341135088594 (0.00695595703671),0.308489019995 (0.0070596420959),0.205669431665 (0.00546997833982),0.157073232379 (0.00371005666171),0.143015715464 (0.00319038071262),0.139577007294 (0.000959581220803),1.63879542351 (0.0472789192254)
0.842196543914 (0.00480468208437),0.936593333333 (0.00136453492281),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.475016655563 (0.0163299279945),0.357614128624 (0.00918243500148),0.233794367605 (0.00541204543352),0.201114284913 (0.00571775212849),0.119205386308 (0.00324759301202),0.0860672858984 (0.00224257950359),0.0773604588546 (0.00184018932626),0.355528362507 (0.00661786522406),0.535213066804 (0.00531694429213),0.699717519737 (0.00549405408749),0.752291276624 (0.00718718016037),0.891739281371 (0.00737488873488),0.965746852422 (0.00374490379316),0.983850531674 (0.00241309900412),0.406619947073 (0.00967295988725),0.42869021854 (0.00737351993009),0.35044495682 (0.00616206751571),0.317350813372 (0.00752366490353),0.210285967628 (0.00516386970478),0.158042387869 (0.00381177503023),0.143436433973 (0.00316325760013),0.132701730728 (0.000468729219016),2.56385183334 (0.0186935567386)
0.833369475443 (0.00399275985035),0.935633333333 (0.00140459563181),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.442309614575 (0.0126658602869),0.335476511973 (0.00574875241312),0.229051588825 (0.00548440049495),0.191631866175 (0.00629025624981),0.115447566481 (0.00354264479384),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.339909999459 (0.00542441640075),0.509556671396 (0.00655136611477),0.690026570009 (0.00601244160239),0.753406841467 (0.00407510573847),0.902738330617 (0.00389392409556),1.0 (0.0),1.0 (0.0),0.384370556204 (0.00774396489697),0.404546581154 (0.00488588574852),0.343895952806 (0.00630097957822),0.305497766243 (0.00810706417558),0.204697485977 (0.00561208778762),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.251483011246 (0.00131604377229),3.24715418816 (0.0538868176753)
0.758070895994 (0.0251220171976),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.370093219496 (0.0702649529937),0.269549122437 (0.0426920548176),0.169739163347 (0.0190436673695),0.152775090622 (0.0149199736079),0.106587404314 (0.00542291837841),0.0798447840859 (0.00117346043753),0.0733659978653 (0.00273402661103),0.285994380143 (0.046150587804),0.410508221727 (0.0574887052372),0.563583218758 (0.0677816326056),0.605170026256 (0.0435812184293),0.815039875949 (0.0217075410998),0.944513645695 (0.0199164649926),0.976090751771 (0.00367413750759),0.322530094393 (0.0560695306759),0.325336438871 (0.0490212524191),0.260047656653 (0.0254330761111),0.243801451278 (0.0217562710391),0.188484256815 (0.00881218433105),0.14723793304 (0.00210320533556),0.136463633338 (0.00475423094747),0.131174945831 (0.00184898049973),0.709544181824 (0.00914473281498)
0.822962352663 (0.00586189560782),0.933506666667 (0.00151809822549),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.46035976016 (0.0144064361581),0.345062793859 (0.00932027835953),0.226088276635 (0.00637754007438),0.192678999643 (0.00612501920274),0.115502882944 (0.00323239116808),0.0853225340032 (0.00229491755034),0.0769636114902 (0.00190849925623),0.344669666223 (0.00949376776066),0.516492650593 (0.00864844827078),0.676605995896 (0.00718466942648),0.722106869774 (0.00696950354035),0.864216079306 (0.00907934281585),0.957555546074 (0.00551242371827),0.978840470059 (0.00236823319632),0.39414659633 (0.0105618457914),0.41366462167 (0.0083806453497),0.33888788106 (0.00770774759812),0.304161679869 (0.00816728635999),0.2037592551 (0.00516875842379),0.156677038285 (0.00391425217786),0.142700995088 (0.00329063978274),0.133774423599 (0.000561006031648),1.11804814339 (0.015363589887)
0.827447512652 (0.0055318437112),0.934713333333 (0.00142557590702),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.463824117255 (0.0117633089697),0.346884371876 (0.0106025437408),0.227413286278 (0.006981880688),0.195025305205 (0.00564859583992),0.116259714242 (0.0031753115245),0.0854521982393 (0.00223276361188),0.0770644338094 (0.0019192791051),0.347209263235 (0.00403728729918),0.519100355827 (0.00672322668654),0.680588516493 (0.0106004944295),0.729543900546 (0.00697970636626),0.869813682271 (0.0090622957543),0.958966545851 (0.00456227948125),0.980235730366 (0.00242074499678),0.397076911358 (0.00581105758086),0.415810525236 (0.00919216169477),0.340876398198 (0.00876578089469),0.307745041497 (0.00744108242188),0.205092681047 (0.00506808374171),0.156914556913 (0.00379783849285),0.142889104239 (0.00330960371344),0.139470815659 (0.000405735887697),1.68403639793 (0.0516426470496)
0.839545499364 (0.00389386331742),0.936486666667 (0.00132675041612),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.472751499001 (0.0154391229182),0.355881372876 (0.0107522928489),0.232427928679 (0.00559410513288),0.200693240901 (0.00504038603852),0.118578761416 (0.00302837313092),0.085977616077 (0.00227256661379),0.0773538292616 (0.00180701927784),0.353830812716 (0.00515830848855),0.532580068118 (0.00763240093304),0.695602367567 (0.00396924624025),0.750742038177 (0.00454298767062),0.887071563045 (0.0043063301017),0.96474120581 (0.00405358657792),0.983762437284 (0.00297902681548),0.404679568059 (0.00849266522115),0.426600262836 (0.00944222844513),0.348393540338 (0.00637213671457),0.31668862113 (0.00641106573624),0.209181107711 (0.00476200224254),0.157877739017 (0.00386722792659),0.143424100033 (0.00310230567792),0.129484701157 (0.00654449380377),2.78237981796 (0.0370808780809)
0.82388031581 (0.00426097044393),0.93326 (0.00128675301955),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.423047646596 (0.0113642025595),0.324333363785 (0.0108617742382),0.221414539669 (0.00777996957378),0.193174614887 (0.00505118649295),0.118125458303 (0.00283294838489),0.0848703151157 (0.0019759578002),0.06684 (0.00160518603975),0.321807353446 (0.00658427541846),0.491460638499 (0.00532721908462),0.675686923495 (0.00894827076989),0.729289608397 (0.00137888699006),0.883728013785 (0.00657851136319),0.952552786702 (0.00426998282995),1.0 (0.0),0.365468081649 (0.00662677193837),0.390655286486 (0.0079736704276),0.333448096339 (0.00894626703045),0.305410922484 (0.00638980971884),0.208382789105 (0.00444174788212),0.155847527372 (0.00332802945878),0.125300392819 (0.00282143439235),0.267966175079 (0.0565008035117),3.81725654602 (0.0330709330397)
0.738953986651 (0.0196279580347),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.34268393829 (0.0736301699091),0.240532191431 (0.0314515964837),0.16122838138 (0.0179313993183),0.147880607124 (0.0174561865257),0.101632855124 (0.00143593461054),0.0803230920296 (0.0026741393405),0.0742075888993 (0.00146390819009),0.322647241256 (0.0460066571151),0.402761434086 (0.0224521975655),0.523962705196 (0.0468202012209),0.575613391384 (0.0389218672103),0.797262425519 (0.036160312209),0.936034374475 (0.00979828068992),0.968153278704 (0.00981249408885),0.3213811364 (0.0299259955329),0.299910003492 (0.0268034658581),0.246303693659 (0.0249657248864),0.235058939271 (0.0248022819681),0.180239346932 (0.00222637668819),0.147935913788 (0.00452760730485),0.137843548457 (0.00249474094764),0.130483007431 (0.00116533569219),0.792942237854 (0.0166569692462)
0.824766780742 (0.00623421556476),0.93352 (0.0015517158961),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.460759493671 (0.0139149628147),0.347460329124 (0.0103272863586),0.226867294984 (0.00588791807086),0.193809949869 (0.00565372286847),0.115564128814 (0.00330304038178),0.085319775198 (0.00238750326765),0.0769847324676 (0.00188496679951),0.344875918993 (0.00459776801124),0.520023425672 (0.00760402054317),0.679800740161 (0.00580154949148),0.725729417779 (0.00732252139108),0.864486799672 (0.00798923056746),0.957429455994 (0.00568995362428),0.979837988385 (0.00232343864422),0.394427651485 (0.00741722564428),0.416520818574 (0.00909153963847),0.340166341087 (0.00699534762668),0.305895028153 (0.00753137086688),0.203862180027 (0.00528093587781),0.156670689765 (0.00408234311338),0.142748057313 (0.00325079213223),0.132041025162 (0.00111746401325),1.17968459129 (0.0709894551463)
0.828658842673 (0.00535552452662),0.93484 (0.00151619406556),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466489007328 (0.0122222329599),0.34848383872 (0.0105002558567),0.227828695217 (0.00615924040941),0.195824704598 (0.00576414674099),0.116512232518 (0.00320406131823),0.0854717568108 (0.00219050434298),0.0771065392927 (0.00180379030404),0.349201551269 (0.004435474949),0.521518603742 (0.00801913852534),0.681819530868 (0.00775162077905),0.732512436912 (0.00581192498649),0.871581446866 (0.00653047320314),0.959079276388 (0.00461553949109),0.980670522178 (0.00292836222279),0.399356607649 (0.0062840164921),0.417735555696 (0.00932886051026),0.341497296422 (0.00742211245579),0.309004705118 (0.00757909064094),0.205534753475 (0.00509213136114),0.156949033875 (0.00372079530919),0.142966136169 (0.00309656052445),0.139573192596 (0.00075872656728),1.65735502243 (0.0607834029921)
0.842241379939 (0.00462636520102),0.93682 (0.00140358271735),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.473950699534 (0.0142428340217),0.357747417527 (0.00890794783351),0.23392767872 (0.00628597601048),0.201413144914 (0.00582660675157),0.119177144845 (0.00294041236178),0.0861561708369 (0.00224028840508),0.0774322575585 (0.00180395312426),0.354761899913 (0.00544916312217),0.535430639161 (0.00607437366849),0.70005430543 (0.00587260094049),0.753387057554 (0.0080140381888),0.891598783351 (0.00729183240983),0.966745303706 (0.00373168077123),0.9847606748 (0.00275795883349),0.405727994371 (0.00794448354303),0.428855782513 (0.00722878570196),0.350637020659 (0.00744965095815),0.317820351243 (0.0077114035934),0.210238112241 (0.00462991587087),0.158205620963 (0.0038074612471),0.143569524888 (0.00309602581528),0.131967449188 (0.000675379088566),2.56230344772 (0.0122516712903)
0.833957962837 (0.00370975130439),0.935586666667 (0.00128713290344),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.44538073986 (0.011976488151),0.335589861994 (0.00784439621497),0.226705805282 (0.00512295424674),0.192218683147 (0.00676402235319),0.11508609748 (0.00352486577814),0.0782099693525 (0.0099326619012),0.06684 (0.00160518603975),0.341572183726 (0.00571929190323),0.509694071275 (0.00722392985852),0.693129809648 (0.00857510902039),0.75239211009 (0.00339745913703),0.899728806878 (0.00527779878503),0.977774363116 (0.0182999411472),1.0 (0.0),0.386533444481 (0.00584232047198),0.404675930492 (0.00724127157889),0.341619243989 (0.0058520630899),0.306158704333 (0.00882240151486),0.204053120345 (0.00561423488809),0.144626406035 (0.0169084777808),0.125300392819 (0.00282143439235),0.252476644516 (0.00090083413371),3.26800804138 (0.0332628104891)
0.707055425207 (0.0282965948763),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.300457539442 (0.0729437792706),0.208277961504 (0.0421871209438),0.144349751835 (0.0242124747536),0.133082782404 (0.0169770502213),0.09944363379 (0.00494598111585),0.0786243434893 (0.0029761656363),0.0730707158408 (0.00244384658558),0.267266449804 (0.0478064311512),0.34178874106 (0.0413235927355),0.474454203824 (0.0325157716116),0.506481762949 (0.0515567233834),0.762456418964 (0.0296294116778),0.92707213991 (0.0189271106468),0.960915384261 (0.0116555836782),0.278604467237 (0.0490158401757),0.25783492019 (0.0430847011768),0.220749383049 (0.0315570656181),0.210745799775 (0.0256929701603),0.175934734019 (0.00849845471926),0.144935661014 (0.0050397997028),0.135803401906 (0.00422916564838),0.130950117111 (0.00118735497792),0.696660375595 (0.0127451626249)
0.822913602119 (0.00668886435856),0.93352 (0.00154741361274),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.453431045969 (0.0143298253532),0.343796371674 (0.00768224098154),0.22722096023 (0.00669836859456),0.193204781068 (0.00631029064926),0.115367865861 (0.00330294904069),0.0853192328561 (0.00223483910707),0.0768798104509 (0.00190419198907),0.33944907209 (0.00821360202811),0.514620544025 (0.00611447083819),0.679983377858 (0.00818193685025),0.723197104635 (0.00770439146292),0.863398438948 (0.00922211773343),0.957571648945 (0.00558503714994),0.978150709641 (0.00228315115511),0.388192363876 (0.00968917345423),0.412153846386 (0.00606347434707),0.340584208502 (0.00819680751486),0.304912363131 (0.00844051896895),0.203526504016 (0.0052944669562),0.156671735758 (0.00380609683497),0.142549464341 (0.0032798572108),0.133195400238 (0.00087519188753),1.1063325882 (0.00490444234834)
0.827936623519 (0.00526815837128),0.934773333333 (0.00143935170592),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.463957361759 (0.0117798993233),0.347350883039 (0.0111688625419),0.227887932262 (0.00625342615697),0.19498255192 (0.00547060370594),0.116399263326 (0.003181475381),0.0855575743121 (0.00224910796562),0.0770377552435 (0.00195632828007),0.347322586485 (0.0050777388661),0.519779340387 (0.00713455152136),0.682019242483 (0.00825613164895),0.729457157003 (0.00656863766295),0.870783428421 (0.00610328505379),0.960059278895 (0.00457089814523),0.979724210945 (0.00290454018577),0.397199949166 (0.0064117217856),0.41636351378 (0.00981749143098),0.341588755013 (0.00758043688151),0.307684236425 (0.00716452267295),0.205336808411 (0.00505108871595),0.157106857872 (0.00382758596498),0.142837852431 (0.00337963054),0.138662195206 (0.0012159452868),1.67838082314 (0.0637155085229)
0.840119868731 (0.00497146066949),0.93672 (0.00148497661785),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.473151232512 (0.0151770110462),0.354348550483 (0.00883786848596),0.232927845359 (0.00539395452222),0.200746567124 (0.00516149910569),0.118790447077 (0.00316632085358),0.0860139549353 (0.00217061314659),0.0774008862398 (0.00185153911413),0.354125077603 (0.00436032107049),0.530326865953 (0.00429700482612),0.697114001286 (0.00402602632736),0.750929756275 (0.00448010866801),0.88865322629 (0.00628916961505),0.965170451554 (0.00411759992317),0.984348678653 (0.00322189978096),0.405018329204 (0.00797287156312),0.424775934581 (0.00684881044269),0.349144812927 (0.00607080892629),0.316771733224 (0.00659674408337),0.209554499728 (0.00501546372572),0.157944752068 (0.00368152520915),0.143511219732 (0.00318506185893),0.132807540894 (0.00161258467359),2.76839299202 (0.015390229571)
